debate_name,debate_section,speaker,speech,speaking_time_seconds
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Tom Steyer,Every single foreign policy issue is about American leadership-,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,The next-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Tom Steyer,-and coalition.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,New topic. Senator Sanders. You’ve praised-,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Can I say one word-,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"It’s in the same theme, sir. You’ve praised the Chinese Communist Party for lifting more people out of extreme poverty than any other country. You also have a track record of expressing sympathy for socialist governments in Cuba and in Nicaragua. Can Americans trust that a Democratic Socialist president will not give authoritarians a free pass?",20.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,"I have opposed authoritarianism all over the world, and I was really amazed at what Mayor Bloomberg just said a moment ago. He said that the Chinese government is responsive to the Politburo. But who the hell is the Politburo responsive to? Who elects the Politburo? You got a real dictatorship there. Of course you have a dictatorship in Cuba. What I said is what Barack Obama said, in terms of Cuba: that Cuba made progress on education. Yes. I think-",29.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Speaker 1,Boo!,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Really? Really?,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"Yes, because there’s no comparing those two commentaries.",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Literacy programs are bad? What Barack Obama said is-,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,What Barack Obama was doing was opening diplomatic doors. What you were doing is making excuses.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,-they made great progress on education and healthcare. That was Barack Obama. Occasionally-,6.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,I’ve talked to Barack Obama.,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,"Excuse me. Occasionally, it might be a good idea to be honest about American foreign policy, and that includes the fact that America has overthrown governments all over the world, in Chile, in Guatemala, in Iran. And when dictatorships, whether it is the Chinese or the Cubans, do something good-",22.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Time.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,-you acknowledge that.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Time. Mr. Vice President-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,But you don’t have to trade love letters with them.,4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Vice President Biden, would you like-",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,This is 2020. We can’t be reliving the Cold War.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Mr. Vice President.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"[crosstalk 00:15:23] Look, Barack Obama was abroad. He was in a town meeting. He did not in any way suggest that there was anything positive about the Cuban government. He acknowledged that they did increase life expectancy, but he went on and condemned the dictatorship. He went on and condemned the people who in fact had run that committee. He also made sure to make it clear… And by the way, I called to make sure that I was prepared to… I never say my private conversations with him. But the fact of the matter is, he in fact does not, did not, has never embraced an authoritarian regime, and does not now.",36.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Okay.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"This man said that, in fact, that he did not condemn-",4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,… man said that in fact he thought it was… He did not condemn what they did.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,"That is untrue, categorically untrue.",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,What did you tell him?,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,"I have condemned authoritarianism, whether it is the people in Saudi Arabia, that the United States government has loved for years.",6.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,How about Cuba and Nicaragua?,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,"Cuba, Nicaragua, authoritarianism of any stripe is bad.",5.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,Period.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,That is different than saying that governments occasionally do things that are good.,4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"Oh, come on.",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Look at what Barack Obama said about international [crosstalk 00:16:30].,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Could I, as the person, Buttigieg.",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"The only way you can do this is to actually win the presidency, and I am not looking forward to a scenario where it comes down to Donald Trump with his nostalgia for the social order of the 1950s, and Bernie Sanders with the nostalgia for the revolutionary politics of the 1960s. This is not about what cous were happening in the 1970s or ’80s, this is about the future. This is about 2020. We are not going to survive or succeed, and they’re certainly not going to win by reliving the Cold War, and we’re not going to win these critical, critical House and Senate races, if people in those races have to explain why the nominee of the democratic party is telling people to look at the bright side of the Castro regime. We’ve got to be a lot smarter about this and look to the future.",57.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Senator Sanders, your response?",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,"Let us be clear. Do we think healthcare for all, Pete, is some kind of radical communist idea?",10.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,Glad you brought this up. Let’s talk about that.,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Do we think raising the minimum wage to a living wage-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"I’m happy to respond to the question, because this is really important.",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Do we think building the millions of units of affordable housing-,4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"No, if you’re going to ask that rhetorical question, let’s go behind the-",3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Do we think raising taxes on billionaires is a radical idea.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"Let’s talk about what’s radical about that plan. Senator, please.",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Do you think criminal justice reform is a radical idea?,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"Senator, the things you just named are the things we favor but, the way you’re talking about doing it is radical by-",4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,The truth is-,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,One at a time.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,"Pete, the American people support my agenda, that is why I am beating Trump in virtually every poll, and is why I will defeat him.",9.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,we’ve got to open this up. Universal healthcare for example.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Senator Klobuchar.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,"Donald Trump’s, Bernie, Donald Trump’s worst nightmare is having someone that the people in the middle, who are tired of the insults, and the extremes in our politics have someone to vote for. And I was going to comment on Cuba policy, because I actually lead the bill to lift the embargo. I went with Barack Obama when he went to Cuba, and I’ve seen firsthand how the Cuban people are way in front of their leaders. They like America, they want to be entrepreneurs, and the way that we embrace them and not the socialist regime is by opening up Cuba, and starting to do business with them. But to get at what we were just talking about, I just think we have a huge choice. Super Tuesday States, one third of America will vote. Do you want to have someone in charge of this ticket?",52.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Thank you Senator.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,Could I finish Margaret?,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Well, you’re at time, Senator.",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,"We want to have someone in charge of this ticket who wants to put forward $60 trillion in spending three times the American economy? I don’t think we do. I think that we can get all those bold, progressive things done without having someone that is so alienating, that we’re going to turn off the voters that we need to bring in.",19.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,You have to allow this Senator to respond. Senator Peter-,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,I’ve got to respond to the question that Senator Sanders-,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,"Amy used the word alienating. Hey Amy, my favorability nationally, I believe are the highest up here, as a matter of fact. But the point is, the way we are going to beat Trump, which is what everybody up here wants, is we need a campaign of energy and excitement. We need to have the largest voter turnout in the history of the United States. We need to bring working people back into the democratic party. We need to get young people voting in a way they have never done before. That is what our campaign is about.",35.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Bill Whitaker has the floor.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bill Whitaker,Vice President Biden.,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,Yes.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bill Whitaker,"The bipartisan Senate Select Committee on intelligence report concluded Russia interfered in our last presidential election. And the Obama Administration failed to respond forcefully. US intelligence says Russia’s at it again. If it is proven that Russia has interfered in the 2020 elections, would you as president launch a retaliatory cyber attack?",25.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"I would make them pay for it, and I’d make them pay for it economic, they are engaged now, as I speak, in interfering in our election. They were engaged, when in fact, we were, the last election in 2016, against Hillary. They were. There’s no question. This man stood before the whole world, turned to the Russian leader, and said, “Why in God’s name would this man ever interfere in our elections?” Give me a break. 17 intelligence agencies said he did. When we got the information, we went to the committee in the Senate that’s responsible for knowing these issues and dealing with them. We went to Mitch McConnell and said, “Join us, and point out what is happening here.” He said, “No, we want no part of it.” And if we had moved, we didn’t have all the information at that time, until after the election was over. And so the idea the bipartisan committee said we could have done more, theoretically that’s true, but the fact of the matter is, we didn’t have the information, until the end. And so look, we in fact should be imposing sanctions on Russia now, for their interference.",67.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bill Whitaker,Mr. Steyer.,6.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Tom Steyer,"Look. 21st century warfare is cyber warfare. What we’re having is an attack by a hostile foreign power on our democracy right now. The question you have to ask is, where’s the commander- in-chief? And let me say this-",16.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,We don’t have one.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Tom Steyer,"This isn’t news. What vice president Biden said is true. He did stand next to Vladimir Putin. There was a hostile foreign attack on our election last time, and the president sided with the hostile foreign power. That’s why I started need to impeach. That’s what we have to do. We have to oppose a president who sides with a hostile foreign power, that commits cyber warfare against the United States of America. That’s where we are. Where are all these patriotic Republicans who wave the flag, but when we’re actually under attack, they side with our enemies? It’s outrageous. That’s why he should have been impeached. They covered it up, and I was years before these people. There’s something wrong here. We’re under attack, and they’re not doing a darn thing about it.",46.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bill Whitaker,Thank you Mr. Steyer. Major.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Major Garrett,"Senator Sanders. Senator Sanders, I have a question for you sir. You’re the front runner in this race. You’re on the ballot in South Carolina. Mayor Bloomberg, you’ll understand that preamble in just a second. If elected, Senator Sanders, you would be America’s first Jewish president. You recently called a very prominent, well-known American Israel lobby, a platform for quote, bigotry. What would you say to American Jews who might be concerned you’re not from their perspective, supportive enough of Israel and specifically, sir, would you move the US Embassy back to Tel Aviv?",31.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,"Let me just, the answer is, it’s something that we would take into consideration. But here is the point. I am very proud of being Jewish. I actually lived in Israel for some months, but what I happen to believe is that right now, sadly, tragically, in Israel, through Bibi Netanyahu, you have a reactionary racist who is now running that country. And I happen to believe, I happen to believe, that what our foreign policy in the mid-east should be about is absolutely protecting the independence and security of Israel. But you cannot ignore the suffering of the Palestinian people. We have got to have a policy that reaches out to the Palestinians, and the Americans. And in answer to your question, that will come within the context of bringing nations together in the mid-east.",57.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Major Garrett,"Mayor Bloomberg, would you like to weigh in on that please?",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Mike Bloomberg,"Well, the battles been going on for a long time in the Middle East, whether it’s the Arabs versus the Persians, the Shias versus the Sunnis, the Jews in Israel and the Palestinians, it’s only gone on for 40 or 50 years. Number one, you can’t move the embassy back. We should not have done it without getting something from the Israeli government, but it was done, and you’re going to have to leave it there. Number two, only solution here is a two state solution. The Palestinians have to be accommodated. The real problem here is you have two groups of people, both of who think God them the same piece of land. And the answer is to obviously split it up, leave the Israeli borders where they are. Try to push them to pull back some of those extra, over on the other side of the wall where they’ve built these new communities, which they should not have done that. Pull it back-",53.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Major Garrett,"Mayor Bloomberg, thank you very much. Senator Warren.",1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,"Look, the way we have to think about this is I think we have to start with the values, and what has to be protected here. Israelis have a right to security, and the Palestinians have a right to be treated with dignity and to have self determination. That is a two state solution, but it’s not up to us to determine what the terms of a two state solution are. We want to be a good ally to everyone in the region. The best way to do that is to encourage the parties to get to the negotiating table themselves. Donald Trump’s big mistake is he keeps putting a thumb on the scale on just one side. And that moves the parties further away from working out their own solution here. We need to be an ally, by supporting them to come to negotiate to find a lasting peace.",48.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Major Garrett,"But Senator Warren, just on the question of the embassy, what was your position on that?",4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,It is not ours to do.,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Major Garrett,Would you move it back?,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,It is not ours to do. We should let the parties determine the capitals themselves.,9.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Major Garrett,Norah?,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,"I want to turn now to the issue of North Korea, because President Trump has engaged in a direct diplomacy meeting directly with Kim Jong-un. Senator Klobuchar, if you were commander-in-chief, would you meet with the North Korean leader?",14.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,"I would, but not in the way this president has done it. He literally thinks he can go over and bring a hot dish to the dictator next door, and he thinks everything’s going to be fine. He has not done it with our allies. He has literally just hastily called summit and run off. That is no way to do it, and as you can see, North Korea is emboldened. They’re still launching missiles. They promised a Christmas surprise that thankfully never happened, and he has not been able to advance the ball at all. So what would I do? I would work with our allies. And it has been pointed out, this is what this president fails at all the time.",41.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,"We should be negotiating ourselves back into the Iran Nuclear Agreement. We should be working with Russia, not only to stand up for the protection of our elections, and call Vladimir Putin out for what he is, the ruthless dictator that takes down planes, that poisons dissidence, but that also at the same time, we have to acknowledge that we should be renegotiating the New Start Treaty, and the other arms negotiations that must happen. This president just likes to do tweets at 4:00 AM in his bathrobe, gets out there, and doesn’t achieve the results we need. I would meet with him, but I would do it with our allies. I would have clear deliverables, and I would achieve those deliverables.",44.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Senator Klobuchar, thank you. Mr vice president, how would you deal with North Korea?",3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,"You don’t negotiate with a dictator, give him legitimacy, without any notion whether he is going to do anything at all. You don’t do that. Look what happened. He gave this dictator, he’s a thug, legitimacy. We’ve weakened the sanctions around the world against holding us, committing people not to trade, benefiting from oil to parts that they can deal with, providing missile technology. And what’s happened? It’s been weakened. I would be in Beijing, I would be calling to, I would be speaking with Xi Jinping, I would be reassigning the relationship between Japan and South Korea, and I would make it clear. I would make it clear to China. We are going to continue to move closer to make sure that we can in fact prevent China, prevent North Korea, from launching missiles, to take them down. And if we don’t, why am I stopping? No one else stops.",60.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,Okay.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,It’s my Catholic school training.,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,Okay.,7.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"Vice president Biden, you’re a gentleman. Good home training, Thank you sir.",4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Joe Biden,Gentlemen don’t get very well treated up here.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Norah O’Donnell,Margaret Brennan.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Thank you very much. Norah. This is a question for Mayor Buttigieg. As you know, viewers and voters are participating in this through Twitter. The city of Idlib in Syria is facing an unprecedented humanitarian crisis. The Syrian regime and Russia are targeting schools, bakeries, and hospitals. What would you do as president to push back regime, and Russian forces, and stop the killing of innocent civilians?",29.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"First of all, I stand with the people of Idlib, who are being targeted, as you said, in a brutal fashion by a dictatorship that has already been so brutal for so many years. And this is one of the reasons we have got to change the balance of power in the region, because the president has basically vanished from the stage, when it comes to even playing a role in the future there. Turkey, Russia, Iran, all have so much more of a say than we do. We don’t have to be invading countries to be making a difference working with our international partners in order to deliver peace, and support those who are standing up for self-determination. Now I want to come back to something, and I promise it relates to international affairs, because Senator Sanders asked me a question earlier. He asked the question of whether healthcare for everybody is a radical idea. And it’s not, which is why I’m for it, very much in a different way though. What is a radical idea is completely eliminating all private insurance. And part of how you know it is, is that no industrialized country has gone that far.",62.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Pete Buttigieg,"He and I both like to talk about Denmark for example, but even in Denmark, they have not abolished the possibility of private insurance. So this is an idea that goes further than what is acceptable in Denmark, the country, let alone imagining how that’s going to fly in Denmark, South Carolina.",16.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Thank you Mayor.,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Can I respond?,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,Senator Warren-,0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Bernie Sanders,Can I respond to that?,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Senator Warren, would you like to respond? What would Senator Warren do to stop the mass murder?",6.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,I’m sorry.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Same question. What would you do to stop the mass murder in Idlib, Syria?",4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Elizabeth Warren,"Look, I think that what we’ve got to do is we have to provide humanitarian relief. We need to work with our allies on this, but this is not a moment for military intervention. We have got to use our military, only when we see a military problem that can be solved militarily. We cannot send our military in unless we have a plan to get them out. So for me, this is about working with our allies. It is about standing with the people, who are under enormous pressure right now. This is recognizing what Donald Trump has put us in, in a terrible box around the world. But the solution is not to use our military. The solution is to use the other tools here.",44.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"Thank you, senator. We’ve talked a lot about your policies during this debate. Now we’d like to get a little more personal. I know Senator Sanders, how much you enjoy that. We’re going to ask you when we come back from the break about the words you live by. We’re going to give you a couple of minutes to gather your thoughts. We’ll be right back.",330.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Margaret Brennan,"Welcome back to Charleston, South Carolina. This is the final segment of the final debate before the first in the South primary this Saturday and super Tuesday, one week from today, Gail.",10.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"All right, one final question, candidates, and it’s a two parter. First, I’d like you each to tell us the biggest misconception about you. That’s number one. Number two, the South Carolina motto is this, while I breathe, I hope. So outside of politics and no more than 45 seconds or so, what is your personal motto, your personal belief, your favorite quote that represents you? Mr. Steyer, The biggest misconception and then your motto.",28.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Tom Steyer,The biggest misconception about me is that it’s somehow I’m defined by business success and money.,6.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,Okay. And your motto?,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Tom Steyer,"My motto, every day I write a cross on my hand to remind myself to tell the truth and do what’s right no matter what.",7.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"All right, thank you Mr. Steyer. Senator Klobuchar.",4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,"I’d say the biggest … The biggest misconception is that I’m boring, because I’m not. I would say that my motto is the words of one of my political mentors, Paul Wellstone, who’s sadly no longer with us. And he said that politics is about improving people’s lives. And that’s been my life from when my grandpa was an iron ore miner and the union’s politics made them those mines safer. And when my dad needed treatment, it was there for him, and in his words, he was pursued by grace. And when my mom got divorced and she didn’t have a job and she went back to teaching and that gift of public service got her through. And then when our daughter was born-",47.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,"Senator Klobuchar, I’m sorry, what was your motto? I’m sorry, what was your motto?",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,"Oh, I thought we had a minute to answer the question.",1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Gayle King,What was your motto? I’m sorry.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 3: South Carolina Democratic Debate Transcript,Amy Klobuchar,My motto was that politics is about improving people’s lives.,4.0
